unique_id,ds,y,NBeatsMoe,NBEATS,NBeatsStackMoe,SeasonalNaive,is_anomaly,anomaly_status
ID103,2004-06-30,8340.0,7583.3867,7244.6045,7352.456,7022.0,0,Non-anomalies
ID103,2004-09-30,8394.0,8198.725,7873.1187,7365.4404,7108.0,0,Non-anomalies
ID103,2004-12-31,9963.0,9866.745,9370.283,9251.978,8852.0,0,Non-anomalies
ID103,2005-03-31,8293.0,7342.3867,6915.8223,7154.6626,6234.0,0,Non-anomalies
ID103,2005-06-30,10407.0,7943.0723,7674.3853,7573.8965,7022.0,1,Anomalies
ID104,2003-09-30,6992.0,5929.725,6999.293,5827.918,5529.0,0,Non-anomalies
ID104,2003-12-31,9524.0,11400.217,11612.315,10959.618,11155.0,0,Non-anomalies
ID104,2004-03-31,6710.0,6355.6235,7728.1704,7545.3496,6602.0,0,Non-anomalies
ID104,2004-06-30,8488.0,9156.924,8875.075,9517.817,8764.0,0,Non-anomalies
ID104,2004-09-30,6982.0,6781.188,7904.035,6549.763,5529.0,0,Non-anomalies
ID104,2004-12-31,10674.0,12229.337,12739.666,11676.101,11155.0,0,Non-anomalies
ID104,2005-03-31,8192.0,7167.3564,8434.463,8111.4023,6602.0,0,Non-anomalies
ID104,2005-06-30,9303.0,9349.079,9168.663,9630.535,8764.0,0,Non-anomalies
ID105,2003-09-30,7028.0,6286.933,5736.3916,5795.591,5820.0,0,Non-anomalies
ID105,2003-12-31,10268.0,9571.084,9250.556,8805.7705,8911.0,0,Non-anomalies
ID105,2004-03-31,6101.0,6089.797,5713.78,6139.1104,5620.0,0,Non-anomalies
ID105,2004-06-30,7724.0,5905.1455,5473.9473,5658.098,5409.0,1,Anomalies
ID105,2004-09-30,6930.0,7061.545,6326.4624,6413.4604,5820.0,0,Non-anomalies
ID105,2004-12-31,10473.0,10193.981,9923.354,9441.864,8911.0,0,Non-anomalies
ID105,2005-03-31,7123.0,6639.9844,6426.849,6451.1533,5620.0,0,Non-anomalies
ID105,2005-06-30,8048.0,6059.6636,6063.1626,5929.283,5409.0,1,Anomalies
ID106,2003-09-30,3215.0,3114.2712,3314.5159,2875.7969,2893.0,0,Non-anomalies
ID106,2003-12-31,4439.0,4866.4277,4618.05,4606.201,4631.0,0,Non-anomalies
ID106,2004-03-31,3040.0,2906.8018,3084.1982,3357.7163,2822.0,0,Non-anomalies
ID106,2004-06-30,3477.0,3963.934,3780.68,4064.9688,3754.0,0,Non-anomalies
ID106,2004-09-30,2988.0,3391.1956,3692.226,3209.9758,2893.0,0,Non-anomalies
ID106,2004-12-31,3962.0,5185.4614,5024.4634,4889.4746,4631.0,0,Non-anomalies
ID106,2005-03-31,3093.0,3197.4683,3327.9102,3605.4004,2822.0,0,Non-anomalies
ID106,2005-06-30,3745.0,4083.0527,3915.9575,4130.1533,3754.0,0,Non-anomalies
ID107,2003-09-30,3006.0,2080.602,2079.5215,2045.496,2125.0,0,Non-anomalies
ID107,2003-12-31,2353.0,2146.5137,2208.5332,2057.8467,2155.0,0,Non-anomalies
ID107,2004-03-31,2365.0,2090.6423,2083.568,2049.3179,2053.0,0,Non-anomalies
ID107,2004-06-30,2554.0,2028.1598,2057.0732,2106.0156,1972.0,0,Non-anomalies
ID107,2004-09-30,2490.0,2173.9175,2226.5608,2158.8975,2125.0,0,Non-anomalies
ID107,2004-12-31,2601.0,2217.2817,2328.818,2162.928,2155.0,0,Non-anomalies
ID107,2005-03-31,2468.0,2171.1946,2242.0513,2153.8352,2053.0,0,Non-anomalies
ID107,2005-06-30,2469.0,2134.5522,2222.5432,2222.428,1972.0,0,Non-anomalies
ID108,2003-09-30,2421.0,2138.9294,2459.4019,2099.4487,1848.0,0,Non-anomalies
ID108,2003-12-31,2700.0,2749.6125,2948.8188,2833.4905,2638.0,0,Non-anomalies
ID108,2004-03-31,2243.0,2189.7942,2737.1453,2439.987,2152.0,0,Non-anomalies
ID108,2004-06-30,3133.0,3094.7769,3251.711,3182.281,2950.0,0,Non-anomalies
ID108,2004-09-30,2453.0,2404.0452,2775.8438,2278.6113,1848.0,0,Non-anomalies
ID108,2004-12-31,3050.0,2998.8254,3167.8086,3038.463,2638.0,0,Non-anomalies
ID108,2005-03-31,2894.0,2354.467,2919.9963,2545.1443,2152.0,0,Non-anomalies
ID108,2005-06-30,3357.0,3242.2205,3369.6184,3214.3726,2950.0,0,Non-anomalies
ID109,2003-09-30,5256.0,4396.7446,4393.0405,4173.491,4326.0,0,Non-anomalies
ID109,2003-12-31,5873.0,6117.369,5844.732,5630.873,5638.0,0,Non-anomalies
ID109,2004-03-31,5629.0,5688.2715,5570.3228,5484.7485,5369.0,0,Non-anomalies
ID109,2004-06-30,4333.0,4006.5288,3979.8162,3995.4407,3754.0,0,Non-anomalies
ID109,2004-09-30,5882.0,4537.8457,4692.3887,4466.0557,4326.0,0,Non-anomalies
ID109,2004-12-31,6628.0,6228.356,6290.475,6013.6406,5638.0,0,Non-anomalies
ID109,2005-03-31,6697.0,5855.461,5906.7393,5839.3823,5369.0,0,Non-anomalies
ID109,2005-06-30,5131.0,4081.6653,4274.585,4153.5435,3754.0,0,Non-anomalies
ID11,2003-03-31,53581.0,58089.496,66153.93,57424.98,50700.0,0,Non-anomalies
ID11,2003-06-30,8639.0,73651.68,77611.266,76004.086,69566.0,1,Anomalies
ID11,2003-09-30,49963.0,59804.49,73202.4,65445.01,57641.0,0,Non-anomalies
ID11,2003-12-31,73215.0,85522.43,89008.45,88294.05,81429.0,0,Non-anomalies
ID11,2004-03-31,61108.0,64925.945,74357.92,62527.094,50700.0,0,Non-anomalies
ID11,2004-06-30,78788.0,79954.516,82424.41,82037.78,69566.0,0,Non-anomalies
ID11,2004-09-30,77397.0,64046.418,77620.35,68504.125,57641.0,0,Non-anomalies
ID11,2004-12-31,99617.0,88929.266,92193.57,89265.91,81429.0,0,Non-anomalies
ID110,2003-09-30,5743.0,4768.902,4702.7017,4436.841,4759.0,0,Non-anomalies
ID110,2003-12-31,6515.0,5903.8853,5662.1855,5279.3745,5526.0,0,Non-anomalies
ID110,2004-03-31,6018.0,5355.6787,5031.2812,4962.121,4982.0,0,Non-anomalies
ID110,2004-06-30,6088.0,4197.356,4197.63,4171.6147,3930.0,1,Anomalies
ID110,2004-09-30,6613.0,4954.439,5035.0273,4729.231,4759.0,1,Anomalies
ID110,2004-12-31,8079.0,6027.284,6019.292,5597.941,5526.0,1,Anomalies
ID110,2005-03-31,7236.0,5550.3447,5382.454,5244.254,4982.0,1,Anomalies
ID110,2005-06-30,6155.0,4326.483,4556.8296,4373.048,3930.0,1,Anomalies
ID111,2003-09-30,6330.0,4534.0635,5174.387,4694.312,4120.0,1,Anomalies
ID111,2003-12-31,8382.0,7409.3003,7282.1895,7305.9443,7180.0,0,Non-anomalies
ID111,2004-03-31,6193.0,5206.1133,5977.5117,5766.023,5191.0,0,Non-anomalies
ID111,2004-06-30,7704.0,6542.4785,6445.385,6788.433,6236.0,0,Non-anomalies
ID111,2004-09-30,7224.0,5171.5938,5717.598,5101.9653,4120.0,1,Anomalies
ID111,2004-12-31,10808.0,7955.874,7954.9766,7777.107,7180.0,1,Anomalies
ID111,2005-03-31,8239.0,5781.5806,6313.0415,6148.86,5191.0,1,Anomalies
ID111,2005-06-30,9530.0,6838.853,6468.501,7037.1763,6236.0,1,Anomalies
ID112,2003-09-30,16736.0,18249.7,18390.592,17169.812,16280.0,0,Non-anomalies
ID112,2003-12-31,25719.0,26074.633,25550.512,24861.979,24538.0,0,Non-anomalies
ID112,2004-03-31,17946.0,19471.342,19804.635,19648.709,17653.0,0,Non-anomalies
ID112,2004-06-30,19816.0,21419.562,20307.535,20470.445,19100.0,0,Non-anomalies
ID112,2004-09-30,21842.0,19591.572,20172.418,18724.13,16280.0,0,Non-anomalies
ID112,2004-12-31,26536.0,27509.477,27430.326,26381.527,24538.0,0,Non-anomalies
ID112,2005-03-31,23353.0,21172.45,21257.428,20837.87,17653.0,0,Non-anomalies
ID112,2005-06-30,23677.0,22554.3,20911.996,21249.383,19100.0,0,Non-anomalies
ID113,2003-09-30,5201.0,4615.2036,4387.0,4106.6597,4206.0,0,Non-anomalies
ID113,2003-12-31,9130.0,9395.45,8864.612,7763.9146,8431.0,0,Non-anomalies
ID113,2004-03-31,7378.0,6964.124,6437.441,6579.223,6275.0,0,Non-anomalies
ID113,2004-06-30,5729.0,4021.6462,3958.7788,4234.146,3790.0,1,Anomalies
ID113,2004-09-30,5685.0,5102.0737,4787.6396,4644.1787,4206.0,0,Non-anomalies
ID113,2004-12-31,10157.0,9854.766,9496.607,8522.013,8431.0,0,Non-anomalies
ID113,2005-03-31,9402.0,7556.141,7129.4614,7135.1045,6275.0,1,Anomalies
ID113,2005-06-30,5457.0,3989.1282,4696.4995,4494.833,3790.0,0,Non-anomalies
ID114,2003-09-30,36517.0,32630.002,34630.28,35813.9,30197.0,0,Non-anomalies
ID114,2003-12-31,86520.0,84213.74,81095.09,72924.07,76795.0,0,Non-anomalies
ID114,2004-03-31,68700.0,68519.65,71223.13,68367.516,65099.0,0,Non-anomalies
ID114,2004-06-30,37152.0,41381.844,39643.34,40414.094,36218.0,0,Non-anomalies
ID114,2004-09-30,38815.0,37043.062,38257.133,39803.605,30197.0,0,Non-anomalies
ID114,2004-12-31,86813.0,83965.74,83925.22,80588.43,76795.0,0,Non-anomalies
ID114,2005-03-31,82291.0,71391.88,76710.914,74312.88,65099.0,0,Non-anomalies
ID114,2005-06-30,35587.0,39928.246,45695.137,43669.086,36218.0,0,Non-anomalies
ID115,2003-09-30,3930.0,3058.3308,2950.075,2685.0552,2783.0,0,Non-anomalies
ID115,2003-12-31,6314.0,6647.265,6178.1924,5465.874,5917.0,0,Non-anomalies
ID115,2004-03-31,5069.0,5116.939,4726.1753,4811.2607,4606.0,0,Non-anomalies
ID115,2004-06-30,2822.0,2599.187,2654.2917,2789.769,2497.0,0,Non-anomalies
ID115,2004-09-30,3847.0,3355.291,3227.257,3043.624,2783.0,0,Non-anomalies
ID115,2004-12-31,6655.0,6949.542,6585.1675,6010.072,5917.0,0,Non-anomalies
ID115,2005-03-31,6351.0,5521.659,5218.8423,5217.312,4606.0,0,Non-anomalies
ID115,2005-06-30,3012.0,2578.168,3168.9412,2939.3962,2497.0,0,Non-anomalies
ID116,2003-09-30,15475.0,13759.287,13143.35,11980.13,12521.0,0,Non-anomalies
ID116,2003-12-31,30481.0,33475.28,30630.613,26675.01,29856.0,0,Non-anomalies
ID116,2004-03-31,21744.0,22476.988,20591.953,21467.287,20524.0,0,Non-anomalies
ID116,2004-06-30,12927.0,11718.241,11563.458,12476.471,11049.0,0,Non-anomalies
ID116,2004-09-30,16541.0,15531.625,14376.27,13867.998,12521.0,0,Non-anomalies
ID116,2004-12-31,34726.0,35143.066,32541.848,29389.494,29856.0,0,Non-anomalies
ID116,2005-03-31,26910.0,24614.053,23071.12,23277.803,20524.0,0,Non-anomalies
ID116,2005-06-30,13734.0,11097.34,14241.818,13103.933,11049.0,0,Non-anomalies
ID117,2003-09-30,15355.0,14169.307,13413.045,13146.408,12986.0,0,Non-anomalies
ID117,2003-12-31,21177.0,20898.504,20286.992,19346.07,19465.0,0,Non-anomalies
ID117,2004-03-31,13929.0,14008.327,13797.073,14167.421,12984.0,0,Non-anomalies
ID117,2004-06-30,14325.0,14082.8955,13465.563,13628.249,12966.0,0,Non-anomalies
ID117,2004-09-30,15136.0,15783.363,14720.506,14429.533,12986.0,0,Non-anomalies
ID117,2004-12-31,22052.0,22231.934,21696.693,20659.455,19465.0,0,Non-anomalies
ID117,2005-03-31,17117.0,15292.422,15204.673,14871.62,12984.0,0,Non-anomalies
ID117,2005-06-30,14212.0,14579.988,14403.51,14262.187,12966.0,0,Non-anomalies
ID118,2003-09-30,207571.0,188677.83,182340.69,187757.12,169640.0,0,Non-anomalies
ID118,2003-12-31,320874.0,314225.47,308336.2,286777.9,291408.0,0,Non-anomalies
ID118,2004-03-31,238495.0,227682.84,227489.81,230577.64,213748.0,0,Non-anomalies
ID118,2004-06-30,218864.0,206399.77,196053.7,208572.69,190039.0,0,Non-anomalies
ID118,2004-09-30,234180.0,211182.17,200359.55,206523.56,169640.0,0,Non-anomalies
ID118,2004-12-31,344641.0,332090.06,328149.97,310293.38,291408.0,0,Non-anomalies
ID118,2005-03-31,287964.0,249729.2,249933.27,247953.52,213748.0,1,Anomalies
ID118,2005-06-30,230895.0,212026.52,211597.69,222985.14,190039.0,0,Non-anomalies
ID119,2003-09-30,44828.0,41980.98,41860.652,41595.715,41605.0,0,Non-anomalies
ID119,2003-12-31,40077.0,37261.78,37793.125,39313.51,36301.0,0,Non-anomalies
ID119,2004-03-31,42207.0,34949.953,35141.984,36336.613,32907.0,1,Anomalies
ID119,2004-06-30,42740.0,40167.38,40443.45,39911.332,38025.0,0,Non-anomalies
ID119,2004-09-30,53602.0,44507.72,44822.816,43679.355,41605.0,1,Anomalies
ID119,2004-12-31,43787.0,38944.895,40212.668,40806.24,36301.0,0,Non-anomalies
ID119,2005-03-31,42334.0,36666.055,37798.105,37984.492,32907.0,1,Anomalies
ID119,2005-06-30,51384.0,43098.13,43427.117,42022.293,38025.0,1,Anomalies
ID12,2003-03-31,554700.0,636790.5,622309.25,630533.94,569785.0,0,Non-anomalies
ID12,2003-06-30,156247.0,650217.7,643137.4,647945.6,593529.0,1,Anomalies
ID12,2003-09-30,598359.0,698306.8,694982.25,678839.1,649670.0,0,Non-anomalies
ID12,2003-12-31,543072.0,667327.8,661628.9,663174.56,615792.0,0,Non-anomalies
ID12,2004-03-31,481812.0,682746.56,665835.4,667133.56,569785.0,0,Non-anomalies
ID12,2004-06-30,500956.0,696976.0,688314.44,686344.94,593529.0,0,Non-anomalies
ID12,2004-09-30,562476.0,746809.25,742985.9,720010.56,649670.0,0,Non-anomalies
ID12,2004-12-31,529551.0,724814.25,702594.0,701934.9,615792.0,0,Non-anomalies
ID120,2003-09-30,11924.0,8754.085,8562.291,8447.272,8858.0,0,Non-anomalies
ID120,2003-12-31,9965.0,9548.419,9375.859,8701.832,9386.0,0,Non-anomalies
ID120,2004-03-31,10182.0,9081.978,8700.981,8510.093,8736.0,0,Non-anomalies
ID120,2004-06-30,9466.0,8346.34,8329.237,8658.158,8101.0,0,Non-anomalies
ID120,2004-09-30,8938.0,9173.127,9120.645,8927.65,8858.0,0,Non-anomalies
ID120,2004-12-31,9389.0,9823.835,9850.466,9142.695,9386.0,0,Non-anomalies
ID120,2005-03-31,9331.0,9463.309,9303.747,8947.318,8736.0,0,Non-anomalies
ID120,2005-06-30,9062.0,8785.292,8956.921,9134.277,8101.0,0,Non-anomalies
ID121,2003-09-30,3974.0,3947.7178,4559.904,3872.9253,4669.0,0,Non-anomalies
ID121,2003-12-31,4444.0,3837.3271,4378.51,3736.5137,4204.0,0,Non-anomalies
ID121,2004-03-31,4477.0,3525.3457,4070.9775,3537.8325,3882.0,0,Non-anomalies
ID121,2004-06-30,4124.0,3225.0447,3289.546,3310.4548,3062.0,0,Non-anomalies
ID121,2004-09-30,4327.0,4184.251,4768.262,4086.3274,4669.0,0,Non-anomalies
ID121,2004-12-31,4843.0,4043.3357,4624.4077,3977.9102,4204.0,0,Non-anomalies
ID121,2005-03-31,4212.0,3783.5613,4192.3115,3709.4297,3882.0,0,Non-anomalies
ID121,2005-06-30,5183.0,3319.3245,3611.935,3495.083,3062.0,1,Anomalies
ID122,2003-09-30,9835.0,7771.0327,7839.411,7670.8906,7338.0,0,Non-anomalies
ID122,2003-12-31,8010.0,9067.042,8578.274,8633.105,8332.0,0,Non-anomalies
ID122,2004-03-31,10022.0,9311.942,9341.352,8749.363,8846.0,0,Non-anomalies
ID122,2004-06-30,9628.0,7776.5254,7890.9355,7699.911,7307.0,0,Non-anomalies
ID122,2004-09-30,9782.0,8207.906,8330.376,8027.481,7338.0,0,Non-anomalies
ID122,2004-12-31,9930.0,9534.086,9225.855,9067.358,8332.0,0,Non-anomalies
ID122,2005-03-31,10063.0,9787.8125,9860.125,9255.604,8846.0,0,Non-anomalies
ID122,2005-06-30,11610.0,8238.899,8283.608,8032.9995,7307.0,1,Anomalies
ID123,2003-09-30,4452.0,3780.0457,3998.3464,3775.406,3942.0,0,Non-anomalies
ID123,2003-12-31,3321.0,3220.0808,3371.3613,3412.7434,3270.0,0,Non-anomalies
ID123,2004-03-31,3560.0,2613.6763,2813.621,2863.1956,2568.0,0,Non-anomalies
ID123,2004-06-30,3845.0,3207.8362,3297.69,3280.9292,3132.0,0,Non-anomalies
ID123,2004-09-30,3693.0,3938.6714,4306.5312,3984.4282,3942.0,0,Non-anomalies
ID123,2004-12-31,3569.0,3262.1838,3617.5913,3553.7812,3270.0,0,Non-anomalies
ID123,2005-03-31,3920.0,2693.3267,3003.2263,2991.898,2568.0,0,Non-anomalies
ID123,2005-06-30,4501.0,3355.342,3561.6746,3437.1729,3132.0,0,Non-anomalies
ID124,2003-09-30,2693.0,2024.4777,2083.6987,2025.6923,2120.0,0,Non-anomalies
ID124,2003-12-31,2250.0,1960.0126,2100.778,1993.4882,2018.0,0,Non-anomalies
ID124,2004-03-31,2245.0,1819.8322,1873.323,1875.9592,1807.0,0,Non-anomalies
ID124,2004-06-30,2394.0,1920.533,2006.1277,1989.0234,1894.0,0,Non-anomalies
ID124,2004-09-30,2657.0,2122.1777,2256.7166,2131.1892,2120.0,0,Non-anomalies
ID124,2004-12-31,2031.0,2019.0588,2236.7004,2067.7058,2018.0,0,Non-anomalies
ID124,2005-03-31,2433.0,1907.6189,2051.6438,1953.5767,1807.0,0,Non-anomalies
ID124,2005-06-30,2449.0,2030.7869,2199.2637,2082.211,1894.0,0,Non-anomalies
ID125,2003-09-30,1510.0,1151.4927,1397.8518,1158.7039,1443.0,0,Non-anomalies
ID125,2003-12-31,1378.0,936.045,1109.0502,844.6534,1029.0,0,Non-anomalies
ID125,2004-03-31,1055.0,1033.6667,1230.4313,1036.7095,1184.0,0,Non-anomalies
ID125,2004-06-30,1453.0,845.602,849.2868,775.37463,751.0,0,Non-anomalies
ID125,2004-09-30,1143.0,1225.4114,1444.4666,1208.8738,1443.0,0,Non-anomalies
ID125,2004-12-31,1185.0,1040.7913,1185.7325,921.17914,1029.0,0,Non-anomalies
ID125,2005-03-31,1148.0,1144.9698,1286.8779,1082.5376,1184.0,0,Non-anomalies
ID125,2005-06-30,1340.0,871.9554,943.1026,842.25336,751.0,0,Non-anomalies
ID126,2003-09-30,3452.0,3501.4653,3441.349,3416.535,3429.0,0,Non-anomalies
ID126,2003-12-31,2175.0,2136.83,2176.8958,2278.0286,1826.0,0,Non-anomalies
ID126,2004-03-31,3073.0,2716.047,2640.852,2504.5017,2569.0,0,Non-anomalies
ID126,2004-06-30,2309.0,2971.2192,2882.3938,2900.7754,2782.0,0,Non-anomalies
ID126,2004-09-30,3748.0,3677.0098,3488.6848,3555.56,3429.0,0,Non-anomalies
ID126,2004-12-31,2485.0,2314.9788,2331.7793,2317.0713,1826.0,0,Non-anomalies
ID126,2005-03-31,2729.0,2797.6882,2738.9414,2529.9485,2569.0,0,Non-anomalies
ID126,2005-06-30,3791.0,3237.3403,3149.8677,3081.6594,2782.0,0,Non-anomalies
ID127,2003-09-30,4290.0,2825.4624,2710.138,2710.2588,2378.0,1,Anomalies
ID127,2003-12-31,3260.0,3425.3696,3286.2842,3196.1736,3136.0,0,Non-anomalies
ID127,2004-03-31,3158.0,3696.4844,3795.719,3747.1628,3490.0,0,Non-anomalies
ID127,2004-06-30,3720.0,3444.3596,3411.7053,3446.1814,3236.0,0,Non-anomalies
ID127,2004-09-30,3252.0,3047.4185,2917.192,2849.9534,2378.0,0,Non-anomalies
ID127,2004-12-31,3889.0,3656.2651,3383.5076,3417.1082,3136.0,0,Non-anomalies
ID127,2005-03-31,4087.0,3926.298,3974.2673,3932.3306,3490.0,0,Non-anomalies
ID127,2005-06-30,3132.0,3658.7979,3496.4683,3682.9478,3236.0,0,Non-anomalies
ID128,2003-09-30,9954.0,9610.468,9513.907,7184.0913,9336.0,0,Non-anomalies
ID128,2003-12-31,17305.0,16308.405,14912.341,11847.511,14072.0,1,Anomalies
ID128,2004-03-31,11849.0,11841.873,9705.559,9540.022,10105.0,0,Non-anomalies
ID128,2004-06-30,11620.0,5617.788,4657.315,5115.2983,4591.0,1,Anomalies
ID128,2004-09-30,12827.0,9661.6455,9889.223,8052.794,9336.0,0,Non-anomalies
ID128,2004-12-31,18794.0,16440.887,16298.317,13028.427,14072.0,1,Anomalies
ID128,2005-03-31,18216.0,12031.841,10356.95,10157.708,10105.0,1,Anomalies
ID128,2005-06-30,12247.0,4976.418,5688.453,5376.5713,4591.0,1,Anomalies
ID129,2003-09-30,5877.0,4740.0786,4798.8096,4596.011,4396.0,1,Anomalies
ID129,2003-12-31,5580.0,5242.2056,5260.102,5039.741,4999.0,0,Non-anomalies
ID129,2004-03-31,5760.0,4439.782,4481.868,4478.264,4078.0,1,Anomalies
ID129,2004-06-30,5628.0,5025.1406,5157.7314,4960.5884,4764.0,0,Non-anomalies
ID129,2004-09-30,6851.0,5123.7686,5267.894,4933.0425,4396.0,1,Anomalies
ID129,2004-12-31,5486.0,5636.887,5626.8545,5304.825,4999.0,0,Non-anomalies
ID129,2005-03-31,6605.0,4828.7544,4829.4653,4653.8594,4078.0,1,Anomalies
ID129,2005-06-30,7272.0,5470.2954,5454.0796,5148.025,4764.0,1,Anomalies
ID13,2003-03-31,2130761.0,1670825.0,1642334.1,1628548.0,1391575.0,1,Anomalies
ID13,2003-06-30,1104599.0,1744789.4,1710688.9,1687573.0,1493424.0,0,Non-anomalies
ID13,2003-09-30,2401131.0,2055452.1,2046832.9,1999629.2,1818557.0,1,Anomalies
ID13,2003-12-31,2830720.0,2291840.2,2305405.2,2221835.5,2121643.0,1,Anomalies
ID13,2004-03-31,2919108.0,1764262.8,1776360.1,1675721.4,1391575.0,1,Anomalies
ID13,2004-06-30,2749023.0,1823306.8,1808197.1,1777676.2,1493424.0,1,Anomalies
ID13,2004-09-30,3311344.0,2139034.5,2149842.0,2078887.8,1818557.0,1,Anomalies
ID13,2004-12-31,3266387.0,2420121.2,2405592.2,2331868.5,2121643.0,1,Anomalies
ID130,2003-09-30,22889.0,20479.734,20988.953,19767.635,20933.0,0,Non-anomalies
ID130,2003-12-31,23146.0,22545.742,22139.213,21519.656,21810.0,0,Non-anomalies
ID130,2004-03-31,22126.0,23021.787,23102.361,21503.162,22653.0,0,Non-anomalies
ID130,2004-06-30,20871.0,19516.707,20027.705,19439.967,18832.0,0,Non-anomalies
ID130,2004-09-30,20757.0,21069.162,22272.63,20579.002,20933.0,0,Non-anomalies
ID130,2004-12-31,20765.0,23175.82,23585.967,22314.592,21810.0,0,Non-anomalies
ID130,2005-03-31,22305.0,23662.273,24480.387,22427.604,22653.0,0,Non-anomalies
