unique_id,ds,y,NBeatsMoe,NBEATS,NBeatsStackMoe,SeasonalNaive,is_anomaly,anomaly_status,trend_str,seas_str
Y103,1994-12-31,4220.0,5139.1113,5231.864,4948.5566,5140.0,0,Non-anomalies,Stationary,Seasonal
Y104,1991-12-31,4383.0,4548.124,4564.244,4613.793,4460.0,0,Non-anomalies,Non-stationary,Seasonal
Y104,1992-12-31,4404.0,4627.381,4720.658,4734.905,4460.0,0,Non-anomalies,Non-stationary,Seasonal
Y104,1993-12-31,4402.0,4705.4,4911.5527,4850.4697,4460.0,0,Non-anomalies,Non-stationary,Seasonal
Y104,1994-12-31,5144.0,4795.0137,5058.0977,4955.474,4460.0,0,Non-anomalies,Non-stationary,Seasonal
Y105,1991-12-31,5961.1,7076.33,6914.5757,6907.5615,6958.4,0,Non-anomalies,Non-stationary,Seasonal
Y105,1992-12-31,6322.8,7147.2456,6917.309,6906.685,6958.4,0,Non-anomalies,Non-stationary,Seasonal
Y105,1993-12-31,6499.0,7218.103,6915.4854,6970.0356,6958.4,0,Non-anomalies,Non-stationary,Seasonal
Y105,1994-12-31,7402.0,7380.205,6870.51,6951.9043,6958.4,0,Non-anomalies,Non-stationary,Seasonal
Y106,1991-12-31,5817.1,6489.198,6243.1562,6299.3345,6406.35,0,Non-anomalies,Non-stationary,Seasonal
Y106,1992-12-31,5525.3,6534.754,6144.0024,6125.2925,6406.35,0,Non-anomalies,Non-stationary,Seasonal
Y106,1993-12-31,5294.5,6640.2397,6102.407,6087.646,6406.35,0,Non-anomalies,Non-stationary,Seasonal
Y106,1994-12-31,5297.4,6655.6,6113.796,6185.9336,6406.35,0,Non-anomalies,Non-stationary,Seasonal
Y107,1991-12-31,1757.35,2244.5146,2309.4473,2199.8828,2140.65,0,Non-anomalies,Stationary,Seasonal
Y107,1992-12-31,1671.3,2271.1443,2330.9348,2228.976,2140.65,0,Non-anomalies,Stationary,Seasonal
Y107,1993-12-31,1747.0,2321.125,2361.6038,2237.821,2140.65,0,Non-anomalies,Stationary,Seasonal
Y107,1994-12-31,2085.95,2376.58,2490.761,2280.472,2140.65,0,Non-anomalies,Stationary,Seasonal
Y108,1991-12-31,6237.2,9738.901,8909.227,9366.299,9712.32,1,Anomalies,Non-stationary,Seasonal
Y108,1992-12-31,6003.52,9733.468,7927.753,8716.684,9712.32,0,Non-anomalies,Non-stationary,Seasonal
Y108,1993-12-31,8888.88,9739.99,7640.9424,8507.264,9712.32,0,Non-anomalies,Non-stationary,Seasonal
Y108,1994-12-31,9321.84,9736.697,7413.6484,8504.62,9712.32,0,Non-anomalies,Non-stationary,Seasonal
Y109,1991-12-31,1740.0,3627.1294,3351.982,3502.8887,3450.0,0,Non-anomalies,Stationary,Seasonal
Y109,1992-12-31,360.0,3607.2532,3481.4734,3418.3052,3450.0,0,Non-anomalies,Stationary,Seasonal
Y109,1993-12-31,3210.0,3443.5837,3748.7598,3348.078,3450.0,0,Non-anomalies,Stationary,Seasonal
Y109,1994-12-31,2280.0,3602.7942,3693.3828,3310.8474,3450.0,0,Non-anomalies,Stationary,Seasonal
Y11,1991-12-31,5937.9,6062.2163,6099.9536,6088.1763,5766.2,0,Non-anomalies,Non-stationary,Seasonal
Y11,1992-12-31,5627.4,6152.8027,6258.999,6386.8677,5766.2,0,Non-anomalies,Non-stationary,Seasonal
Y11,1993-12-31,5982.7,6329.9883,6524.4604,6721.894,5766.2,0,Non-anomalies,Non-stationary,Seasonal
Y11,1994-12-31,5931.6,6475.7104,6774.36,6953.2637,5766.2,0,Non-anomalies,Non-stationary,Seasonal
Y110,1991-12-31,742.6,6742.8354,6910.2285,6871.3184,6483.45,1,Anomalies,Non-stationary,Seasonal
Y110,1992-12-31,5794.6,6843.0625,7112.6084,7235.3833,6483.45,0,Non-anomalies,Non-stationary,Seasonal
Y110,1993-12-31,4617.2,7002.6724,7354.8354,7580.1313,6483.45,1,Anomalies,Non-stationary,Seasonal
Y110,1994-12-31,5971.1,7163.4756,7661.012,7818.171,6483.45,0,Non-anomalies,Non-stationary,Seasonal
Y111,1991-12-31,7759.6,460.3214,1527.2195,2362.4275,199.6,1,Anomalies,Stationary,Seasonal
Y111,1992-12-31,7802.0,266.1473,3020.6045,4298.901,199.6,0,Non-anomalies,Stationary,Seasonal
Y111,1993-12-31,2109.6,374.43094,4377.2837,5059.194,199.6,0,Non-anomalies,Stationary,Seasonal
Y111,1994-12-31,6560.4,180.429,4641.5522,6241.341,199.6,0,Non-anomalies,Stationary,Seasonal
Y112,1991-12-31,7825.0,8656.8955,8708.705,8155.4,8305.0,0,Non-anomalies,Non-stationary,Seasonal
Y112,1992-12-31,8025.0,8806.714,8966.712,8178.2324,8305.0,0,Non-anomalies,Non-stationary,Seasonal
Y112,1993-12-31,7785.0,9048.731,9348.156,8315.222,8305.0,0,Non-anomalies,Non-stationary,Seasonal
Y112,1994-12-31,9430.0,9261.449,9579.136,8445.774,8305.0,0,Non-anomalies,Non-stationary,Seasonal
Y113,1991-12-31,10480.0,17403.963,16223.5205,15636.362,16960.0,0,Non-anomalies,Non-stationary,Seasonal
Y113,1992-12-31,7475.0,18136.127,16800.59,15961.708,16960.0,0,Non-anomalies,Non-stationary,Seasonal
Y113,1993-12-31,11160.0,18856.322,18729.008,17019.018,16960.0,0,Non-anomalies,Non-stationary,Seasonal
Y113,1994-12-31,12505.0,19081.045,18202.549,17723.93,16960.0,0,Non-anomalies,Non-stationary,Seasonal
Y114,1991-12-31,7016.4,6377.2456,6265.4893,5900.193,5982.1,0,Non-anomalies,Non-stationary,Seasonal
Y114,1992-12-31,6686.8,6456.7695,6410.9,5686.7275,5982.1,0,Non-anomalies,Non-stationary,Seasonal
Y114,1993-12-31,6658.9,6639.122,6673.955,5874.398,5982.1,0,Non-anomalies,Non-stationary,Seasonal
Y114,1994-12-31,2828.4,6823.353,6908.322,6198.202,5982.1,0,Non-anomalies,Non-stationary,Seasonal
Y115,1991-12-31,4706.34,4568.608,4434.4907,4194.8794,4284.78,0,Non-anomalies,Non-stationary,Seasonal
Y115,1992-12-31,5213.12,4618.545,4526.629,3968.089,4284.78,0,Non-anomalies,Non-stationary,Seasonal
Y115,1993-12-31,5935.9,4733.8643,4661.7764,3969.3438,4284.78,0,Non-anomalies,Non-stationary,Seasonal
Y115,1994-12-31,6479.36,4871.4966,4796.098,4194.9365,4284.78,1,Anomalies,Non-stationary,Seasonal
Y116,1991-12-31,587.0,1841.301,1807.887,2511.706,1598.0,0,Non-anomalies,Stationary,Seasonal
Y116,1992-12-31,1250.0,1767.9052,2143.3777,2633.4275,1598.0,0,Non-anomalies,Stationary,Seasonal
Y116,1993-12-31,1455.0,1596.6475,2486.9133,3268.003,1598.0,0,Non-anomalies,Stationary,Seasonal
Y116,1994-12-31,618.0,1727.8354,2496.3997,3432.101,1598.0,0,Non-anomalies,Stationary,Seasonal
Y117,1991-12-31,8353.7,8551.935,8697.095,8267.439,8328.8,0,Non-anomalies,Non-stationary,Seasonal
Y117,1992-12-31,10565.4,8720.307,8983.118,8317.831,8328.8,0,Non-anomalies,Non-stationary,Seasonal
Y117,1993-12-31,11281.7,8905.372,9424.116,8480.705,8328.8,0,Non-anomalies,Non-stationary,Seasonal
Y117,1994-12-31,5541.9,9067.44,9725.926,8590.64,8328.8,0,Non-anomalies,Non-stationary,Seasonal
Y118,1991-12-31,3659.1,8181.079,7437.99,7245.863,7809.05,0,Non-anomalies,Stationary,Seasonal
Y118,1992-12-31,5924.35,8341.2705,7540.4736,7111.812,7809.05,0,Non-anomalies,Stationary,Seasonal
Y118,1993-12-31,5004.9,8569.838,7839.787,7729.4937,7809.05,0,Non-anomalies,Stationary,Seasonal
Y118,1994-12-31,9385.95,8743.775,7799.9624,8032.878,7809.05,0,Non-anomalies,Stationary,Seasonal
Y119,1991-12-31,1558.0,6357.902,6378.958,6439.0566,6334.18,1,Anomalies,Stationary,Seasonal
Y119,1992-12-31,5533.68,6329.5845,6411.7275,6466.668,6334.18,0,Non-anomalies,Stationary,Seasonal
Y119,1993-12-31,5446.26,6373.5845,6469.062,6618.1035,6334.18,0,Non-anomalies,Stationary,Seasonal
Y119,1994-12-31,6532.78,6344.7207,6487.7114,6728.104,6334.18,0,Non-anomalies,Stationary,Seasonal
Y12,1991-12-31,7247.0,6994.163,6804.5527,6753.5415,6616.5,0,Non-anomalies,Non-stationary,Seasonal
Y12,1992-12-31,8205.0,7086.694,6906.3716,6926.356,6616.5,0,Non-anomalies,Non-stationary,Seasonal
Y12,1993-12-31,10158.5,7285.03,7110.2065,7223.1694,6616.5,1,Anomalies,Non-stationary,Seasonal
Y12,1994-12-31,12495.5,7461.619,7288.1587,7446.9146,6616.5,1,Anomalies,Non-stationary,Seasonal
Y120,1991-12-31,9115.7,9053.885,8575.467,8384.572,8500.0,0,Non-anomalies,Non-stationary,Seasonal
Y120,1992-12-31,8088.35,9180.393,8728.507,8176.7397,8500.0,0,Non-anomalies,Non-stationary,Seasonal
Y120,1993-12-31,6772.2,9469.041,9048.95,8390.513,8500.0,0,Non-anomalies,Non-stationary,Seasonal
Y120,1994-12-31,9537.8,9714.679,9175.908,8877.655,8500.0,0,Non-anomalies,Non-stationary,Seasonal
Y121,1991-12-31,4412.32,3480.41,3567.657,3604.2512,3373.08,1,Anomalies,Non-stationary,Seasonal
Y121,1992-12-31,5624.0,3540.021,3694.7114,3799.8582,3373.08,1,Anomalies,Non-stationary,Seasonal
Y121,1993-12-31,412.0,3623.9878,3821.342,3970.6548,3373.08,1,Anomalies,Non-stationary,Seasonal
Y121,1994-12-31,4172.0,3701.3413,3975.4326,4086.4993,3373.08,0,Non-anomalies,Non-stationary,Seasonal
Y122,1991-12-31,4601.45,5256.3267,5286.9976,5216.299,5036.15,0,Non-anomalies,Non-stationary,Seasonal
Y122,1992-12-31,6746.7,5143.842,5810.061,5735.1074,5036.15,0,Non-anomalies,Non-stationary,Seasonal
Y122,1993-12-31,4827.35,5252.133,6152.817,5865.9517,5036.15,0,Non-anomalies,Non-stationary,Seasonal
Y122,1994-12-31,6615.0,5153.1714,5975.155,5785.52,5036.15,0,Non-anomalies,Non-stationary,Seasonal
Y123,1991-12-31,3775.0,6170.212,5849.443,6792.6206,6170.0,0,Non-anomalies,Non-stationary,Seasonal
Y123,1992-12-31,7855.0,6190.5513,5877.23,7168.4873,6170.0,0,Non-anomalies,Non-stationary,Seasonal
Y123,1993-12-31,7985.0,6191.279,6060.025,8124.7505,6170.0,0,Non-anomalies,Non-stationary,Seasonal
Y123,1994-12-31,9815.0,6098.4404,5968.2544,8725.178,6170.0,0,Non-anomalies,Non-stationary,Seasonal
Y124,1991-12-31,6129.0,6130.836,6161.4307,6453.196,6004.0,0,Non-anomalies,Non-stationary,Seasonal
Y124,1992-12-31,4791.0,6253.161,6421.705,6708.246,6004.0,0,Non-anomalies,Non-stationary,Seasonal
Y124,1993-12-31,4753.0,6284.3145,6724.01,6972.7554,6004.0,0,Non-anomalies,Non-stationary,Seasonal
Y124,1994-12-31,4206.0,6376.323,6853.155,7292.7817,6004.0,0,Non-anomalies,Non-stationary,Seasonal
Y125,1991-12-31,2790.4,3801.4624,3641.406,3925.1172,3816.8,0,Non-anomalies,Stationary,Seasonal
Y125,1992-12-31,4068.0,3809.114,3649.2483,4172.4185,3816.8,0,Non-anomalies,Stationary,Seasonal
Y125,1993-12-31,4270.8,3816.0488,3715.4385,4391.149,3816.8,0,Non-anomalies,Stationary,Seasonal
Y125,1994-12-31,3671.6,3778.9102,3681.206,4488.863,3816.8,0,Non-anomalies,Stationary,Seasonal
Y126,1991-12-31,4450.2,4913.4478,4925.4805,4787.443,4719.0,0,Non-anomalies,Non-stationary,Seasonal
Y126,1992-12-31,6249.8,4995.2095,5074.215,4926.891,4719.0,1,Anomalies,Non-stationary,Seasonal
Y126,1993-12-31,7761.4,5121.951,5239.7275,5061.977,4719.0,1,Anomalies,Non-stationary,Seasonal
Y126,1994-12-31,10113.8,5245.818,5377.3433,5161.7437,4719.0,1,Anomalies,Non-stationary,Seasonal
Y127,1991-12-31,6192.0,7243.2334,7156.432,7094.0557,7108.0,0,Non-anomalies,Stationary,Seasonal
Y127,1992-12-31,3748.0,7548.68,7418.844,7420.556,7108.0,0,Non-anomalies,Stationary,Seasonal
Y127,1993-12-31,1649.0,7825.796,7935.4434,7726.3325,7108.0,0,Non-anomalies,Stationary,Seasonal
Y127,1994-12-31,6165.0,7909.4277,8045.8545,8178.4316,7108.0,0,Non-anomalies,Stationary,Seasonal
Y128,1991-12-31,3622.0,7352.4497,6607.3613,7306.892,7182.0,1,Anomalies,Non-stationary,Seasonal
Y128,1992-12-31,4894.5,7584.788,6732.8394,8004.5576,7182.0,0,Non-anomalies,Non-stationary,Seasonal
Y128,1993-12-31,6023.0,7813.104,7241.485,8491.479,7182.0,0,Non-anomalies,Non-stationary,Seasonal
Y128,1994-12-31,8049.5,7934.718,7034.146,9224.788,7182.0,0,Non-anomalies,Non-stationary,Seasonal
Y129,1991-12-31,1355.0,4461.329,4670.3203,4453.9443,4420.0,0,Non-anomalies,Stationary,Seasonal
Y129,1992-12-31,2560.0,4652.7407,4887.2188,4729.6816,4420.0,0,Non-anomalies,Stationary,Seasonal
Y129,1993-12-31,2705.0,4815.1377,5195.253,4982.034,4420.0,0,Non-anomalies,Stationary,Seasonal
Y129,1994-12-31,3815.0,4858.1396,5280.727,5189.425,4420.0,0,Non-anomalies,Stationary,Seasonal
Y13,1991-12-31,6479.2,7143.0566,7220.444,7250.374,6901.8,0,Non-anomalies,Non-stationary,Seasonal
Y13,1992-12-31,6452.3,7261.7993,7364.929,7551.9277,6901.8,0,Non-anomalies,Non-stationary,Seasonal
Y13,1993-12-31,6271.6,7439.0596,7542.3867,7885.155,6901.8,0,Non-anomalies,Non-stationary,Seasonal
Y13,1994-12-31,6405.2,7600.7705,7757.923,8106.6514,6901.8,0,Non-anomalies,Non-stationary,Seasonal
Y130,1991-12-31,634.6,2409.91,2642.6975,2599.484,2307.8,0,Non-anomalies,Stationary,Seasonal
Y130,1992-12-31,3389.2,2376.8127,2931.1138,2613.8506,2307.8,0,Non-anomalies,Stationary,Seasonal
Y130,1993-12-31,3387.4,2310.106,3141.2979,2691.5955,2307.8,0,Non-anomalies,Stationary,Seasonal
Y130,1994-12-31,2815.8,2367.427,3193.6672,2848.0054,2307.8,0,Non-anomalies,Stationary,Seasonal
Y131,1991-12-31,5763.38,5135.48,5173.0073,5304.6196,4856.04,0,Non-anomalies,Non-stationary,Seasonal
Y131,1992-12-31,6722.46,5202.3555,5294.0728,5631.6055,4856.04,1,Anomalies,Non-stationary,Seasonal
Y131,1993-12-31,7895.96,5351.0234,5502.741,6044.0356,4856.04,1,Anomalies,Non-stationary,Seasonal
Y131,1994-12-31,8313.9,5475.6807,5741.708,6354.3267,4856.04,1,Anomalies,Non-stationary,Seasonal
Y132,1991-12-31,8251.1,8914.052,8933.516,8960.471,8629.9,0,Non-anomalies,Non-stationary,Seasonal
Y132,1992-12-31,8941.5,9065.793,9086.992,9293.809,8629.9,0,Non-anomalies,Non-stationary,Seasonal
Y132,1993-12-31,9484.5,9282.702,9269.971,9628.221,8629.9,0,Non-anomalies,Non-stationary,Seasonal
Y132,1994-12-31,10395.3,9485.77,9478.882,9842.32,8629.9,0,Non-anomalies,Non-stationary,Seasonal
Y133,1991-12-31,1399.65,6872.687,6750.8955,6815.5723,6775.35,1,Anomalies,Non-stationary,Seasonal
Y133,1992-12-31,5427.6,6874.614,6814.01,6995.1914,6775.35,0,Non-anomalies,Non-stationary,Seasonal
Y133,1993-12-31,6233.55,6918.6724,6924.719,7082.261,6775.35,0,Non-anomalies,Non-stationary,Seasonal
Y133,1994-12-31,7554.3,6924.3433,6894.0806,7015.736,6775.35,0,Non-anomalies,Non-stationary,Seasonal
Y134,1991-12-31,6009.5,6300.4526,6290.237,6278.1133,6221.5,0,Non-anomalies,Non-stationary,Seasonal
Y134,1992-12-31,5205.5,6411.032,6441.5903,6428.4614,6221.5,0,Non-anomalies,Non-stationary,Seasonal
Y134,1993-12-31,5264.0,6502.891,6651.168,6564.093,6221.5,0,Non-anomalies,Non-stationary,Seasonal
Y134,1994-12-31,5640.0,6635.2017,6734.2773,6614.683,6221.5,0,Non-anomalies,Non-stationary,Seasonal
Y135,1991-12-31,2413.0,7800.965,7605.418,7735.842,7778.5,1,Anomalies,Stationary,Seasonal
Y135,1992-12-31,6567.5,7816.4053,7576.51,7798.4937,7778.5,0,Non-anomalies,Stationary,Seasonal
Y135,1993-12-31,5868.0,7903.207,7560.024,7892.884,7778.5,0,Non-anomalies,Stationary,Seasonal
Y135,1994-12-31,3307.0,7839.597,7547.885,7963.854,7778.5,1,Anomalies,Stationary,Seasonal
Y136,1991-12-31,5495.1,5624.845,5389.8716,5426.6094,5498.5,0,Non-anomalies,Stationary,Seasonal
Y136,1992-12-31,5496.95,5625.849,5316.5596,5419.2256,5498.5,0,Non-anomalies,Stationary,Seasonal
Y136,1993-12-31,5584.7,5666.324,5207.5464,5434.821,5498.5,0,Non-anomalies,Stationary,Seasonal
Y136,1994-12-31,5470.1,5665.0405,5123.51,5432.7583,5498.5,0,Non-anomalies,Stationary,Seasonal
Y137,1991-12-31,4128.4,3956.818,3728.3494,3641.4158,3937.0,0,Non-anomalies,Stationary,Seasonal
Y137,1992-12-31,4063.0,3954.6042,3745.3723,3516.0027,3937.0,0,Non-anomalies,Stationary,Seasonal
Y137,1993-12-31,3795.2,3967.0159,3864.2817,3541.5781,3937.0,0,Non-anomalies,Stationary,Seasonal
Y137,1994-12-31,4135.8,3974.2922,3839.438,3659.032,3937.0,0,Non-anomalies,Stationary,Seasonal
Y138,1991-12-31,4841.5,4707.314,4726.4863,5104.7197,4694.5,0,Non-anomalies,Stationary,Seasonal
Y138,1992-12-31,6244.0,4672.213,4892.7256,5297.9893,4694.5,0,Non-anomalies,Stationary,Seasonal
Y138,1993-12-31,5838.5,4731.013,5019.19,5370.876,4694.5,0,Non-anomalies,Stationary,Seasonal
Y138,1994-12-31,6496.0,4672.652,5039.7793,5567.4604,4694.5,0,Non-anomalies,Stationary,Seasonal
Y139,1991-12-31,1071.0,1759.1825,1751.4261,1865.2953,1746.0,0,Non-anomalies,Stationary,Seasonal
Y139,1992-12-31,3001.0,1756.6637,2011.2864,2000.3126,1746.0,0,Non-anomalies,Stationary,Seasonal
Y139,1993-12-31,6140.0,1735.3201,2214.1409,2105.287,1746.0,0,Non-anomalies,Stationary,Seasonal
Y139,1994-12-31,8670.0,1764.6305,2185.1086,2046.2257,1746.0,1,Anomalies,Stationary,Seasonal
Y14,1991-12-31,4084.2,4382.898,3853.5518,3989.5603,4120.8,0,Non-anomalies,Stationary,Seasonal
Y14,1992-12-31,4330.2,4444.375,3874.2673,4187.7036,4120.8,0,Non-anomalies,Stationary,Seasonal
Y14,1993-12-31,4552.4,4584.0605,4052.7288,4341.0767,4120.8,0,Non-anomalies,Stationary,Seasonal
Y14,1994-12-31,4724.0,4697.6694,3975.309,4619.4897,4120.8,0,Non-anomalies,Stationary,Seasonal
Y140,1991-12-31,6529.5,4310.748,4270.7593,4115.1816,4078.8,1,Anomalies,Non-stationary,Seasonal
Y140,1992-12-31,8049.0,4377.638,4418.7837,4190.4116,4078.8,1,Anomalies,Non-stationary,Seasonal
Y140,1993-12-31,8069.85,4512.327,4609.5103,4339.071,4078.8,1,Anomalies,Non-stationary,Seasonal
Y140,1994-12-31,8949.9,4623.6284,4751.218,4475.2983,4078.8,1,Anomalies,Non-stationary,Seasonal
Y141,1991-12-31,7871.93,8551.496,8591.148,8439.205,8242.13,0,Non-anomalies,Non-stationary,Seasonal
Y141,1992-12-31,7311.0,8698.759,8820.599,8688.953,8242.13,0,Non-anomalies,Non-stationary,Seasonal
Y141,1993-12-31,7519.88,8924.655,9131.166,8974.002,8242.13,0,Non-anomalies,Non-stationary,Seasonal
Y141,1994-12-31,8014.2,9125.19,9376.785,9183.983,8242.13,0,Non-anomalies,Non-stationary,Seasonal
Y142,1991-12-31,6204.5,6018.699,5922.48,5936.2407,5934.5,0,Non-anomalies,Stationary,Seasonal
Y142,1992-12-31,6358.0,6101.479,5968.493,5999.3076,5934.5,0,Non-anomalies,Stationary,Seasonal
Y142,1993-12-31,6031.0,6169.864,5996.4395,6073.42,5934.5,0,Non-anomalies,Stationary,Seasonal
Y142,1994-12-31,5938.0,6310.1787,5982.668,6098.211,5934.5,0,Non-anomalies,Stationary,Seasonal
Y143,1991-12-31,6744.0,7778.0513,7761.6626,7714.2344,7544.0,0,Non-anomalies,Non-stationary,Seasonal
Y143,1992-12-31,7334.0,7914.599,7913.8994,7930.2266,7544.0,0,Non-anomalies,Non-stationary,Seasonal
Y143,1993-12-31,7196.0,8103.4976,8119.011,8150.011,7544.0,0,Non-anomalies,Non-stationary,Seasonal
Y143,1994-12-31,8164.0,8279.354,8306.655,8345.348,7544.0,0,Non-anomalies,Non-stationary,Seasonal
Y144,1991-12-31,2749.5,3875.4592,4027.844,4048.419,3703.0,0,Non-anomalies,Non-stationary,Seasonal
Y144,1992-12-31,3783.5,3934.0098,4191.2793,4316.9146,3703.0,0,Non-anomalies,Non-stationary,Seasonal
Y144,1993-12-31,4504.5,4040.895,4393.3774,4602.8833,3703.0,0,Non-anomalies,Non-stationary,Seasonal
Y144,1994-12-31,5363.5,4130.955,4624.1997,4810.889,3703.0,0,Non-anomalies,Non-stationary,Seasonal
Y145,1991-12-31,4720.41,4585.6694,4596.8604,4650.2417,4326.66,0,Non-anomalies,Non-stationary,Seasonal
Y145,1992-12-31,5351.37,4648.2617,4738.236,4906.9746,4326.66,0,Non-anomalies,Non-stationary,Seasonal
Y145,1993-12-31,6283.68,4788.9023,4955.222,5228.3213,4326.66,1,Anomalies,Non-stationary,Seasonal
Y145,1994-12-31,8147.7,4901.985,5158.075,5472.9395,4326.66,1,Anomalies,Non-stationary,Seasonal
Y146,1991-12-31,3975.25,3376.3071,3513.8357,3315.8584,3326.2,0,Non-anomalies,Non-stationary,Seasonal
Y146,1992-12-31,4276.15,3426.4326,3630.3545,3375.2195,3326.2,0,Non-anomalies,Non-stationary,Seasonal
Y146,1993-12-31,6718.35,3474.267,3810.0835,3487.1477,3326.2,1,Anomalies,Non-stationary,Seasonal
Y146,1994-12-31,7899.05,3543.394,3947.7708,3571.5103,3326.2,1,Anomalies,Non-stationary,Seasonal
Y147,1989-12-31,2104.9,2350.5425,2346.7048,2302.464,2351.41,0,Non-anomalies,Non-stationary,Seasonal
Y147,1990-12-31,1845.68,2350.3975,2335.1895,2264.622,2351.41,0,Non-anomalies,Non-stationary,Seasonal
Y147,1991-12-31,1673.86,2351.0737,2333.9167,2226.058,2351.41,0,Non-anomalies,Non-stationary,Seasonal
Y147,1992-12-31,1678.03,2350.5486,2351.539,2197.9795,2351.41,0,Non-anomalies,Non-stationary,Seasonal
Y148,1988-12-31,1625.07,1650.9725,1639.5724,1594.7532,1651.84,0,Non-anomalies,Non-stationary,Seasonal
Y148,1989-12-31,1303.18,1650.8276,1674.6791,1571.3369,1651.84,0,Non-anomalies,Non-stationary,Seasonal
Y148,1990-12-31,1163.1,1651.504,1695.6244,1552.634,1651.84,0,Non-anomalies,Non-stationary,Seasonal
Y148,1991-12-31,1163.14,1650.9785,1687.6663,1522.1704,1651.84,0,Non-anomalies,Non-stationary,Seasonal
Y149,1989-12-31,2876.7,2768.6294,2821.062,2809.3818,2759.05,0,Non-anomalies,Non-stationary,Seasonal
Y149,1990-12-31,2235.9,2754.6462,2858.3364,2821.378,2759.05,0,Non-anomalies,Non-stationary,Seasonal
Y149,1991-12-31,2148.15,2774.6687,2864.7578,2794.28,2759.05,0,Non-anomalies,Non-stationary,Seasonal
Y149,1992-12-31,2166.45,2757.1716,2908.2622,2800.8982,2759.05,0,Non-anomalies,Non-stationary,Seasonal
Y15,1991-12-31,6670.0,6806.808,6866.617,6870.4253,6510.5,0,Non-anomalies,Non-stationary,Seasonal
Y15,1992-12-31,6941.5,6911.3257,7030.324,7203.97,6510.5,0,Non-anomalies,Non-stationary,Seasonal
Y15,1993-12-31,7010.0,7096.1,7262.5713,7570.6357,6510.5,0,Non-anomalies,Non-stationary,Seasonal
Y15,1994-12-31,7539.5,7258.262,7512.9873,7822.263,6510.5,0,Non-anomalies,Non-stationary,Seasonal
Y150,1989-12-31,6625.0,8819.227,8718.853,8423.508,8726.5,0,Non-anomalies,Non-stationary,Seasonal
Y150,1990-12-31,4766.0,8872.696,8565.12,7807.976,8726.5,0,Non-anomalies,Non-stationary,Seasonal
Y150,1991-12-31,4056.5,8920.869,8586.953,7677.4346,8726.5,0,Non-anomalies,Non-stationary,Seasonal
Y150,1992-12-31,4080.0,8945.025,8891.43,7780.8564,8726.5,0,Non-anomalies,Non-stationary,Seasonal
Y151,1989-12-31,3680.0,3409.1326,3488.3096,3524.2173,3410.0,0,Non-anomalies,Stationary,Seasonal
